subscriptionReferenceNumber,productLanguage,productStatus,subscriptionType,groupName,quantity,seats,packSize,subscriptionStatus,lastPurchaseDate,startDate,endDate,description,productLine,productLineCode,solutionDivision,release,deployment,licensingModel,subscriptionLevel,switchType,switchYear,opportunityNumber,licenseType,activationType,programType,contract.number,contract.startDate,contract.endDate,contract.term,contract.billingBehavior,contract.subType,contract.renewalCounter,ews.adoptionHealth.currentMonth,ews.adoptionHealth.bimonthly1,ews.adoptionHealth.bimonthly2,ews.adoptionHealth.bimonthly3,ews.adoptionHealth.bimonthly4,ews.adoptionHealth.bimonthly5,ews.adoptionHealth.bimonthly6,ews.adoptionHealth.bimonthly7,ews.adoptionHealth.bimonthly8,ews.adoptionHealth.bimonthly9,ews.adoptionHealth.bimonthly10,ews.onboardingHealth.health,ews.onboardingHealth.score,ews.onboardingHealth.accessDriver,ews.onboardingHealth.discoveryDriver,ews.onboardingHealth.productUtilizationScoreDriver,ews.onboardingHealth.supportDriver,ews.retentionHealth.score,ews.retentionHealth.riskBand,ews.retentionHealth.customerProfileScoreDriver,ews.retentionHealth.productUtilizationDriver,ews.retentionHealth.productProfileScoreDriver,ews.retentionHealth.subscriptionEngagementScoreDriver,accounts.soldTo.csn,accounts.soldTo.name,accounts.reseller.csn,accounts.reseller.name,accounts.reseller.localLanguageName,accounts.reseller.type,accounts.reseller.address1,accounts.reseller.address2,accounts.reseller.address3,accounts.reseller.city,accounts.reseller.stateProvince,accounts.reseller.postalCode,accounts.reseller.country,accounts.nurtureReseller.csn,accounts.nurtureReseller.name,accounts.nurtureReseller.lockdate,accounts.nurtureReseller.nurtureDiscountEligibility,endCustomer.account.endCustomerCsn,endCustomer.account.name,endCustomer.account.type,endCustomer.account.address1,endCustomer.account.address2,endCustomer.account.address3,endCustomer.account.city,endCustomer.account.stateProvince,endCustomer.account.postalCode,endCustomer.account.country,endCustomer.account.individualFlag,endCustomer.account.namedAccountFlag,endCustomer.account.namedAccountGroup,endCustomer.account.parentIndustryGroup,endCustomer.account.parentIndustrySegment,endCustomer.contractManager.first,endCustomer.contractManager.last,endCustomer.contractManager.email,endCustomer.contractManager.address1,endCustomer.contractManager.address2,endCustomer.contractManager.address3,endCustomer.contractManager.city,endCustomer.contractManager.stateProvince,endCustomer.contractManager.postalCode,endCustomer.contractManager.country,endCustomer.contractManager.phone,endCustomer.contractManager.fax,endCustomer.contractManager.status,endCustomer.contractManager.portalRegistration,endCustomer.contractManager.doNotCall,endCustomer.contractManager.doNotEmail,endCustomer.contractManager.doNotMail,endCustomer.softwareCoordinator.first,endCustomer.softwareCoordinator.last,endCustomer.softwareCoordinator.email,endCustomer.softwareCoordinator.address1,endCustomer.softwareCoordinator.address2,endCustomer.softwareCoordinator.address3,endCustomer.softwareCoordinator.city,endCustomer.softwareCoordinator.stateProvince,endCustomer.softwareCoordinator.postalCode,endCustomer.softwareCoordinator.country,endCustomer.softwareCoordinator.phone,endCustomer.softwareCoordinator.fax,endCustomer.softwareCoordinator.status,endCustomer.softwareCoordinator.doNotCall,endCustomer.softwareCoordinator.doNotEmail,endCustomer.softwareCoordinator.doNotMail
567-76670697,WW,Registered,Renewable Subscription,,4,4,0,Active,21/10/2020,28/11/2019,02/11/2021,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,M2S,FY20,,Crossgrade,Sign On,M2S,1.10003E+11,28/11/2019,02/11/2021,Annual,Renewable,Silver/Gold,1,No use,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.811572983,,,,,0.811572983,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5104889621,Assa Abloy Occidente,End Customer,Periferico Sur 7980,,,Tlaquepaque,JAL,45601,Mexico,false,true,Territory,Multi MFG Lead,Building Products & Fabricat'n,Oscar,Rivera,oscar.rivera@assaabloy.com,Periferico Sur 7980,,,Tlaquepaque,JAL,45601,Mexico,2036245225,,Active,Registered,false,false,false,Oscar,Rivera,oscar.rivera@assaabloy.com,Periferico Sur 7980,,,Tlaquepaque,JAL,45601,Mexico,2036245225,,Active,false,false,false
567-61009949,WW,Registered,Renewable Subscription,,7,7,0,Active,16/10/2020,31/10/2019,30/10/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,31/10/2019,30/10/2021,Annual,Renewable,Silver/Gold,1,Growing,Dormant,Dormant,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.366088227,,,,,0.366088227,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145626761,Brown Forman Tequila Mexico,End Customer,C A la Barranca del Tecuane,,,Amatitan,JAL,45380,Mexico,false,true,Territory,,,Jaime,Hernandez,jaimehernandez@b-f.com,C A la Barranca del Tecuane,,,Amatitan,JAL,45380,Mexico,5.23747E+11,,Active,Active,false,false,true,Jaime,Hernandez,jaimehernandez@b-f.com,C A la Barranca del Tecuane,,,Amatitan,JAL,45380,Mexico,5.23747E+11,,Active,false,false,true
567-50768333,WW,Registered,Renewable Subscription,,1,1,0,Expired,06/10/2020,17/10/2019,25/10/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10003E+11,17/10/2019,16/10/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Stable mid,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.359510096,,,,,0.359510096,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145349795,Ftech S.A. de C.V.,End Customer,Volcan Momotombo 2714 Colli Urbano,,,Guadalajara,JAL,45070,Mexico,false,false,Territory,,,Ftech,Fte9905255y1,sistemas@ftech.com.mx,Volcan Momotombo 2714,El Colli Urbano,,Zapopan,JAL,45070,Mexico,1035276141,,Active,Registered,false,false,true,Ftech,Fte9905255y1,sistemas@ftech.com.mx,Volcan Momotombo 2714,El Colli Urbano,,Zapopan,JAL,45070,Mexico,1035276141,,Active,false,false,true
567-50768333,WW,Registered,Renewable Subscription,,1,1,0,Active,06/10/2020,26/10/2019,16/10/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,17/10/2019,16/10/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Stable mid,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.359510096,,,,,0.359510096,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145349795,Ftech S.A. de C.V.,End Customer,Volcan Momotombo 2714 Colli Urbano,,,Guadalajara,JAL,45070,Mexico,false,false,Territory,,,Ftech,Fte9905255y1,sistemas@ftech.com.mx,Volcan Momotombo 2714,El Colli Urbano,,Zapopan,JAL,45070,Mexico,1035276141,,Active,Registered,false,false,true,Ftech,Fte9905255y1,sistemas@ftech.com.mx,Volcan Momotombo 2714,El Colli Urbano,,Zapopan,JAL,45070,Mexico,1035276141,,Active,false,false,true
567-50919870,WW,Registered,Renewable Subscription,,2,2,0,Expired,30/07/2020,17/10/2019,08/11/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10003E+11,17/10/2019,16/10/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Highly engaged,Highly engaged,Highly engaged,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.679033611,,,,,0.679033611,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5102897289,Ergon Asfaltos Mexico S. de R.L. de C.V.,End Customer,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,false,true,Territory,Multi MFG Lead,Process Manufacturing,Alejandro,Varela,alejandro.varela@ergon.com,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,5.22223E+11,,Active,Registered,true,false,true,Alejandro,Varela,alejandro.varela@ergon.com,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,5.22223E+11,,Active,true,false,true
567-50919870,WW,Registered,Renewable Subscription,,2,2,0,Active,30/07/2020,09/11/2019,16/10/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,17/10/2019,16/10/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Highly engaged,Highly engaged,Highly engaged,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.679033611,,,,,0.679033611,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5102897289,Ergon Asfaltos Mexico S. de R.L. de C.V.,End Customer,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,false,true,Territory,Multi MFG Lead,Process Manufacturing,Alejandro,Varela,alejandro.varela@ergon.com,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,5.22223E+11,,Active,Registered,true,false,true,Alejandro,Varela,alejandro.varela@ergon.com,Priv Universidad 3,Tlaxcalancingo,,San Andrés Cholula,PUE,72820,Mexico,5.22223E+11,,Active,true,false,true
712-10049924,WW,Registered,Renewable Subscription,,1,1,0,Expired,15/10/2020,19/11/2019,19/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,19/11/2019,18/11/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.192061087,,,,,0.192061087,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145969498,Ferrocam Logistica,End Customer,Arroyo de la Bolsa 21,,,Guanajuato,GTO,36250,Mexico,false,false,Territory,,,Ricardo,Zárate negrete,ricardo@ferrocam.com,Arroyo de la Bolsa 21a,Marfil,,Guanajuato,GTO,36250,Mexico,5.24737E+11,,Active,Registered,false,false,true,Ricardo,Zárate negrete,ricardo@ferrocam.com,Arroyo de la Bolsa 21a,Marfil,,Guanajuato,GTO,36250,Mexico,5.24737E+11,,Active,false,false,true
712-10049924,WW,Registered,Renewable Subscription,,1,1,0,Active,15/10/2020,20/08/2020,18/11/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,19/11/2019,18/11/2021,Annual,Renewable,Silver/Gold,1,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.192061087,,,,,0.192061087,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5145969498,Ferrocam Logistica,End Customer,Arroyo de la Bolsa 21,,,Guanajuato,GTO,36250,Mexico,false,false,Territory,,,Ricardo,Zárate negrete,ricardo@ferrocam.com,Arroyo de la Bolsa 21a,Marfil,,Guanajuato,GTO,36250,Mexico,5.24737E+11,,Active,Registered,false,false,true,Ricardo,Zárate negrete,ricardo@ferrocam.com,Arroyo de la Bolsa 21a,Marfil,,Guanajuato,GTO,36250,Mexico,5.24737E+11,,Active,false,false,true
712-10049158,WW,Registered,Renewable Subscription,,1,1,0,Expired,22/10/2020,31/10/2019,18/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,31/10/2019,30/10/2021,Annual,Renewable,Silver/Gold,1,Highly engaged,Stable mid,Dormant,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.57297039,,,,,0.57297039,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5122460330,Administracion de Proyectos E Instalaciones,End Customer,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,false,true,Territory,AEC,Engineering Service Providers,Abel,Volantin,abelvolantin@aprisaproyectos.com,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,,,Active,Registered,true,false,true,Abel,Volantin,abelvolantin@aprisaproyectos.com,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,,,Active,true,false,true
712-10049158,WW,Registered,Renewable Subscription,,1,1,0,Active,22/10/2020,19/08/2020,30/10/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,31/10/2019,30/10/2021,Annual,Renewable,Silver/Gold,1,Highly engaged,Stable mid,Dormant,No segment,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.57297039,,,,,0.57297039,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5122460330,Administracion de Proyectos E Instalaciones,End Customer,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,false,true,Territory,AEC,Engineering Service Providers,Abel,Volantin,abelvolantin@aprisaproyectos.com,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,,,Active,Registered,true,false,true,Abel,Volantin,abelvolantin@aprisaproyectos.com,Sur 159 2008,Col Gabriel Ramos Millan,,Ciudad de México,DF,8000,Mexico,,,Active,true,false,true
712-10051261,WW,Registered,Renewable Subscription,,2,2,0,Expired,22/12/2020,19/12/2019,19/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,19/12/2019,18/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.570272099,,,,,0.570272099,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5132867303,J Climas Sistemas México S.A. de C.V.,End Customer,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,false,true,Territory,Multi MFG Lead,Industrial Machinery,Abraham,Medina,medina.abraham@jcsac.mx,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,5.24645E+11,,Active,Registered,false,false,false,Abraham,Medina,medina.abraham@jcsac.mx,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,5.24645E+11,,Active,false,false,false
712-10051261,WW,Registered,Renewable Subscription,,2,2,0,Active,22/12/2020,20/08/2020,18/12/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,19/12/2019,18/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.570272099,,,,,0.570272099,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5132867303,J Climas Sistemas México S.A. de C.V.,End Customer,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,false,true,Territory,Multi MFG Lead,Industrial Machinery,Abraham,Medina,medina.abraham@jcsac.mx,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,5.24645E+11,,Active,Registered,false,false,false,Abraham,Medina,medina.abraham@jcsac.mx,Av Hiroshima 1000 Int 4,,,Guanajuato,GTO,36875,Mexico,5.24645E+11,,Active,false,false,false
712-10050862,WW,Registered,Renewable Subscription,,2,2,0,Active,04/12/2020,20/08/2020,09/12/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,10/12/2019,09/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.34556289,,,,,0.34556289,High,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5146452539,Ingenierias y Supervisiones CG,End Customer,Fidias 109,,,Guadalajara,JAL,44690,Mexico,false,true,Territory,,,Cg,Supervisiones,ghernandez@cgsupervisiones.com,Pedro Moreno 1788,Americana,,Guadalajara,JAL,44160,Mexico,+(331) 241-7078,,Active,Active,false,false,true,Cg,Supervisiones,ghernandez@cgsupervisiones.com,Pedro Moreno 1788,Americana,,Guadalajara,JAL,44160,Mexico,+(331) 241-7078,,Active,false,false,true
712-10051383,WW,Registered,Renewable Subscription,,1,1,0,Expired,04/12/2020,23/12/2019,19/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,23/12/2019,22/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.565437364,,,,,0.565437364,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5137966906,Eventelecom S.A. de C.V.,End Customer,Jose Mariano Jimenez 490,,,Monterrey,NL,64000,Mexico,false,true,Territory,,,Marcos,Diaz,marcos.diaz@neutralnetworks.mx,JIMENEZ 490,CENTRO,,MONTERREY,NL,64000,Mexico,5.28123E+11,,Active,Registered,false,false,false,Marcos,Diaz,marcos.diaz@neutralnetworks.mx,JIMENEZ 490,CENTRO,,MONTERREY,NL,64000,Mexico,5.28123E+11,,Active,false,false,false
712-10051383,WW,Registered,Renewable Subscription,,1,1,0,Active,04/12/2020,20/08/2020,22/12/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,23/12/2019,22/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.565437364,,,,,0.565437364,Medium,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5137966906,Eventelecom S.A. de C.V.,End Customer,Jose Mariano Jimenez 490,,,Monterrey,NL,64000,Mexico,false,true,Territory,,,Marcos,Diaz,marcos.diaz@neutralnetworks.mx,JIMENEZ 490,CENTRO,,MONTERREY,NL,64000,Mexico,5.28123E+11,,Active,Registered,false,false,false,Marcos,Diaz,marcos.diaz@neutralnetworks.mx,JIMENEZ 490,CENTRO,,MONTERREY,NL,64000,Mexico,5.28123E+11,,Active,false,false,false
712-10028348,WW,Registered,Renewable Subscription,,1,1,0,Expired,,25/06/2018,21/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,A-14075552,Upgrade,Serial Number,,7.121E+11,25/06/2018,24/06/2021,Annual,Renewable,Silver/Gold,0,Stable low,Stable mid,Disengaging alarming,Growing,Dormant,Dormant,Stable low,Growing,Stable mid,Stable mid,Dormant,,0.247189617,,,,,0.247189617,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5102616202,Mexicana de Lubricantes S.A. de C.V.,End Customer,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,false,true,Territory,AEC,Oil & Gas,Francisco javier,Torres mares,f.torres@akron.com.mx,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,5.24747E+11,,Active,Registered,false,false,true,Francisco javier,Torres mares,f.torres@akron.com.mx,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,5.24747E+11,,Active,false,false,true
712-10028348,WW,Registered,Renewable Subscription,,1,1,0,Active,,22/08/2020,24/06/2021,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,A-14075552,Upgrade,Sign On,,7.121E+11,25/06/2018,24/06/2021,Annual,Renewable,Silver/Gold,0,Stable low,Stable mid,Disengaging alarming,Growing,Dormant,Dormant,Stable low,Growing,Stable mid,Stable mid,Dormant,,0.247189617,,,,,0.247189617,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,26/03/2021,false,5102616202,Mexicana de Lubricantes S.A. de C.V.,End Customer,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,false,true,Territory,AEC,Oil & Gas,Francisco javier,Torres mares,f.torres@akron.com.mx,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,5.24747E+11,,Active,Registered,false,false,true,Francisco javier,Torres mares,f.torres@akron.com.mx,Av 8 de Julio 2270,,,Guadalajara,JAL,44940,Mexico,5.24747E+11,,Active,false,false,true
712-10050862,WW,Registered,Renewable Subscription,,2,2,0,Expired,04/12/2020,10/12/2019,19/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,10/12/2019,09/12/2021,Annual,Renewable,Silver/Gold,1,,,,,,,,,,,,,0.34556289,,,,,0.34556289,High,,,,,5127591516,Ingram Micro Mexico S.A. de C.V,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5146452539,Ingenierias y Supervisiones CG,End Customer,Fidias 109,,,Guadalajara,JAL,44690,Mexico,false,true,Territory,,,Cg,Supervisiones,ghernandez@cgsupervisiones.com,Pedro Moreno 1788,Americana,,Guadalajara,JAL,44160,Mexico,+(331) 241-7078,,Active,Active,false,false,true,Cg,Supervisiones,ghernandez@cgsupervisiones.com,Pedro Moreno 1788,Americana,,Guadalajara,JAL,44160,Mexico,+(331) 241-7078,,Active,false,false,true
712-10048623,WW,Registered,Renewable Subscription,,1,1,0,Expired,21/10/2020,22/10/2019,18/08/2020,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Serial Number,,7.121E+11,22/10/2019,21/10/2023,3-Year,Renewable,Silver/Gold,1,Highly engaged,Highly engaged,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5117719366,Constructora S.B. S.A. de C.V.,End Customer,Ontario 1191,,,Guadalajara,JAL,44630,Mexico,false,true,Territory,AEC,Construction Services,Jaime,Barrera pliego,administracion@sbconstructora.com,Ontario 1191,Esquina Milan,Col Providencia,Guadalajara,JAL,44630,Mexico,5236416568,,Active,Registered,true,false,true,Jaime,Barrera pliego,administracion@sbconstructora.com,Ontario 1191,Esquina Milan,Col Providencia,Guadalajara,JAL,44630,Mexico,5236416568,,Active,true,false,true
712-10048623,WW,Registered,Renewable Subscription,,1,1,0,Active,21/10/2020,19/08/2020,21/10/2023,ACADLT 2021 TL:UBT PA WW ELD UG SCF,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,,Upgrade,Sign On,,7.121E+11,22/10/2019,21/10/2023,3-Year,Renewable,Silver/Gold,1,Highly engaged,Highly engaged,Stable mid,Stable mid,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5117719366,Constructora S.B. S.A. de C.V.,End Customer,Ontario 1191,,,Guadalajara,JAL,44630,Mexico,false,true,Territory,AEC,Construction Services,Jaime,Barrera pliego,administracion@sbconstructora.com,Ontario 1191,Esquina Milan,Col Providencia,Guadalajara,JAL,44630,Mexico,5236416568,,Active,Registered,true,false,true,Jaime,Barrera pliego,administracion@sbconstructora.com,Ontario 1191,Esquina Milan,Col Providencia,Guadalajara,JAL,44630,Mexico,5236416568,,Active,true,false,true
